,Unnamed: 0,firstSeen,lastSeen,icao24,callsign,estDepartureAirport,estArrivalAirport,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription,day
1111,1111,2021-11-03 14:50:18+00:00,2021-11-03 15:52:27+00:00,406011,EZY484P,EGKK,EGPF,G-EZTG,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3946,,L2J,,EASY,EZY,,Easyjet Airline,,2009-06-17,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1112,1112,2021-11-03 15:22:02+00:00,2021-11-03 15:56:48+00:00,ad441a,N954GA,EGPD,EGPF,N954GA,,Gulfstream Aerospace Corp,GVII-G600,,73054,,,Gulfstream Aerospace,GULFSTREAM TEST,GLF,,Gulfstream Aerospace Corp,,,2024-09-30,,2021-01-01,,,P&W CANADA PW815GA,False,False,False,,,3
1113,1113,2021-11-03 15:10:35+00:00,2021-11-03 16:19:09+00:00,484166,KLM55C,EHAM,EGPF,PH-BXN,BOEING,Boeing,737NG 8K2/W,B738,30356,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1114,1114,2021-11-03 16:05:13+00:00,2021-11-03 16:35:40+00:00,400dc2,GMA01,,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,3
1115,1115,2021-11-03 15:45:08+00:00,2021-11-03 16:40:41+00:00,40093e,SHT6E,EGLL,EGPF,G-EUOE,AIRBUS,Airbus Industrie,AIRBUS A319-131,A319,1574,,L2J,,SPEEDBIRD,BAW,,British Airways,,2001-09-05,,,2001-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,3
1116,1116,2021-11-03 15:01:55+00:00,2021-11-03 17:49:45+00:00,400f00,EZY75NT,LEAL,EGPF,G-EZBF,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,2923,,L2J,,EASY,EZY,,Easyjet Airline,,2006-11-02,,,2006-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,3
1117,1117,2021-11-03 17:09:52+00:00,2021-11-03 17:54:59+00:00,406015,EZY936U,EGBB,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1118,1118,2021-11-03 17:01:40+00:00,2021-11-03 17:58:46+00:00,406b7e,EDC639,EGSS,EGPF,G-SUGR,HARBIN,Embraer Sa,EMB-135BJ Legacy 650,E35L,14501199,,L2J,,,,,Air Charter Scotland,,2014-04-14,,,2014-01-01,,,2 x ROLLS-ROYCE AE3007A2<br>,False,False,False,,Small (15500 to 75000 lbs),3
1119,1119,2021-11-03 17:07:15+00:00,2021-11-03 18:04:59+00:00,406440,EZY656C,EGGW,EGPF,G-EZUF,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,4676,,L2J,,EASY,EZY,,Easyjet Airline,,2011-04-18,,,2011-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1120,1120,2021-11-03 17:20:16+00:00,2021-11-03 18:10:56+00:00,407bc5,GULFX,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1121,1121,2021-11-03 15:25:09+00:00,2021-11-03 18:26:56+00:00,406b91,EZY15LE,,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1122,1122,2021-11-03 17:35:13+00:00,2021-11-03 18:31:47+00:00,40097c,SHT6F,EGLL,EGPF,G-EUUA,AIRBUS,Airbus Industrie,AIRBUS A320-232,A320,1661,,L2J,,SPEEDBIRD,BAW,,British Airways,,2002-01-31,,,2001-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,3
1123,1123,2021-11-03 18:19:04+00:00,2021-11-03 18:35:09+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,3
1124,1124,2021-11-03 14:35:55+00:00,2021-11-03 19:02:14+00:00,407177,EXS4JU,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),3
1125,1125,2021-11-03 14:18:30+00:00,2021-11-03 19:15:41+00:00,407179,EXS23BT,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),3
1126,1126,2021-11-03 18:19:24+00:00,2021-11-03 19:19:53+00:00,407777,CFE9V,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1127,1127,2021-11-03 19:05:43+00:00,2021-11-03 19:27:28+00:00,40799b,CFE7331,EGAC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1128,1128,2021-11-03 18:37:10+00:00,2021-11-03 19:39:41+00:00,40756e,EZY569Q,EGKK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1129,1129,2021-11-03 19:14:54+00:00,2021-11-03 20:08:19+00:00,484361,CXB767,EGFF,EGPF,P4-CLA,BOEING,Boeing,767 2DXER,B762,32954,,L2J,,,,,Comlux Aruba,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3
1130,1130,2021-11-03 15:48:17+00:00,2021-11-03 20:11:14+00:00,4070ec,EXS82YD,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1131,1131,2021-11-03 19:20:13+00:00,2021-11-03 20:20:42+00:00,40643d,EZY903H,EGGD,EGPF,G-EZUC,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,4591,,L2J,,EASY,EZY,,Easyjet Airline,,2011-02-03,,,2011-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1132,1132,2021-11-03 16:00:44+00:00,2021-11-03 20:56:36+00:00,406ae8,TOM2WB,,EGPF,G-TAWS,BOEING,Boeing Company,BOEING 737-8K5,B738,37241,,L2J,,TOMSON,TOM,,Thomson Airways,,2014-03-26,,,2014-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,,3
1133,1133,2021-11-03 20:38:32+00:00,2021-11-03 21:05:57+00:00,406b91,EZY735Z,EGAA,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1134,1134,2021-11-03 16:21:23+00:00,2021-11-03 21:08:35+00:00,40717c,EXS57SM,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1135,1135,2021-11-03 20:53:04+00:00,2021-11-03 21:50:01+00:00,4009d9,SHT6M,EGLL,EGPF,G-EUUL,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,1708,,L2J,,SPEEDBIRD,BAW,,British Airways,,2002-12-20,,,2002-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,3
1136,1136,2021-11-03 21:01:31+00:00,2021-11-03 21:59:33+00:00,406015,EZY606Z,EGSS,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3
1137,1137,2021-11-03 21:07:30+00:00,2021-11-03 22:05:37+00:00,40792e,SHT6N,EGLL,EGPF,G-TTNK,AIRBUS,Airbus Sas,Airbus A320-251N,A20N,9551,0,L2J,British Airways Shuttle Flights - United Kingdom,SPEEDBIRD,SHT,BA,British Airways Plc,,2020-02-27,,,,,,CFMI LEAP-1A26,False,False,False,,,3
1138,1138,2021-11-03 18:02:37+00:00,2021-11-03 22:34:38+00:00,407797,EZY19HC,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1139,1139,2021-11-04 05:43:19+00:00,2021-11-04 06:24:01+00:00,4067f1,TOM3LA,EGCC,EGPF,G-TAWN,BOEING,Boeing Company,BOEING 737-8K5,B738,37251,,L2J,,TOMSON,TOM,,Thomson Airways,,2016-05-05,,,2012-01-01,,,1 x CFM CFM56-7B27E<br>1 x CFM CFM56-7B27<br>,False,False,False,,No ADS-B Emitter Category Information,4
1140,1140,2021-11-04 05:43:51+00:00,2021-11-04 06:29:06+00:00,4066d0,TOM858P,EGBB,EGPF,G-TAWI,BOEING,Boeing Company,BOEING 737-8K5,B738,37267,,L2J,,TOMSON,TOM,,Thomson Airways,,2015-04-28,,,2012-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,No ADS-B Emitter Category Information,4
1141,1141,2021-11-04 06:12:04+00:00,2021-11-04 07:12:55+00:00,49410e,NJE595D,EGSS,EGPF,CS-PHN,EMBRAER,,EMB-505 Phenom 300,E55P,,,L2J,Netjets Europe,FRACTION,NJE,1I,,,,,,,,,,False,False,False,,,4
1142,1142,2021-11-04 07:12:03+00:00,2021-11-04 07:22:29+00:00,4077c7,HLE05,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1143,1143,2021-11-04 06:58:25+00:00,2021-11-04 07:26:47+00:00,406a62,EXS091C,EGNT,EGPF,G-GDFX,BOEING,Boeing Company,BOEING 737-8K5,B738,27987,,L2J,,CHANNEX,EXS,,Jet2,,2014-05-16,,,2000-01-01,,,2 x CFM CFM56-7B26<br>,False,False,False,,No ADS-B Emitter Category Information,4
1144,1144,2021-11-04 06:36:25+00:00,2021-11-04 07:35:47+00:00,400804,SHT6C,EGLL,EGPF,G-EUPD,AIRBUS,Airbus Industrie,AIRBUS A319-131,A319,1142,,L2J,,SPEEDBIRD,BAW,,British Airways,,1999-12-10,,,1999-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,4
1145,1145,2021-11-04 07:00:18+00:00,2021-11-04 07:41:34+00:00,4ca2ca,EIN2EV,EIDW,EGPF,EI-DES,AIRBUS,Airbus Industrie,A320-214,A320,2635,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2005-12-22,,,2005-01-01,,,2x CFM CFM56-5B4/P,False,False,False,,No ADS-B Emitter Category Information,4
1146,1146,2021-11-04 07:11:40+00:00,2021-11-04 07:55:42+00:00,4ca2c1,RYR5772,EIDW,EGPF,EI-DLD,BOEING,The Boeing Company,BOEING 737-8AS,B738,33825,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2006-01-13,,,2005-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,4
1147,1147,2021-11-04 06:58:53+00:00,2021-11-04 07:59:58+00:00,40658a,CFE8720,EGLC,EGPF,G-LCYP,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000443,,L2J,,FLYER,CFE,,Ba Cityflyer,,2011-06-25,,,2011-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,4
1148,1148,2021-11-04 07:37:54+00:00,2021-11-04 08:04:29+00:00,40799b,CFE7327,EGAC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1149,1149,2021-11-04 07:07:23+00:00,2021-11-04 08:15:48+00:00,48455d,KLM1471,EHAM,EGPF,PH-BGF,BOEING,Boeing,737NG 7K2/W,B737,30365,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,4
1150,1150,2021-11-04 08:06:55+00:00,2021-11-04 08:17:46+00:00,4d02e0,JFA25F,EGPK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1151,1151,2021-11-04 08:02:22+00:00,2021-11-04 08:28:42+00:00,346603,GES061C,EGNT,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1152,1152,2021-11-04 06:19:43+00:00,2021-11-04 08:33:17+00:00,506f24,LSV101,LJLJ,EGPF,L1-01,,Dassault,Falcon 2000EX,F2EX,015,,,,,,,Government Of Slovenia,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,4
1153,1153,2021-11-04 07:40:29+00:00,2021-11-04 08:38:29+00:00,4068f7,MDI23,EIDW,EGPF,G-IASA,RAYTHEON,Raytheon Aircraft Company,BEECH B200 Super Kingair,BE20,BB-1698,,L2T,,,,,Ias Medical Ltd,,2013-01-09,,,2000-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,No ADS-B Emitter Category Information,4
1154,1154,2021-11-04 08:47:11+00:00,2021-11-04 09:00:49+00:00,400d64,GMA779,EGPN,EGPF,G-PCOP,RAYTHEON,Raytheon Aircraft Company,BEECH B200 Super Kingair,BE20,BB-1860,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-10-07,,,2004-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,Light (< 15500 lbs),4
1155,1155,2021-11-04 08:06:11+00:00,2021-11-04 09:26:10+00:00,3b76b3,CTM0007,LFPV,EGPF,F-RAFB,DASSAULT,Dassault,Falcon 7X,FA7X,86,,L3J,Force Aerienne Francaise,FRENCH AIR FORCE,FAF,,French Air Force,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,4
1156,1156,2021-11-04 08:34:41+00:00,2021-11-04 09:33:57+00:00,407462,SHT6G,EGLL,EGPF,G-TTNC,AIRBUS,Airbus Industrie,A320-251N,A20N,,,L2J,British Airways,SPEEDBIRD,BAW,BA,,,2018-06-17,,,,,,,False,False,False,,,4
1157,1157,2021-11-04 08:51:10+00:00,2021-11-04 09:40:18+00:00,407797,EZY958K,EGBB,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1158,1158,2021-11-04 08:50:06+00:00,2021-11-04 09:50:54+00:00,40756a,EZY803M,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1159,1159,2021-11-04 08:45:47+00:00,2021-11-04 09:54:19+00:00,485064,KLM1473,EHAM,EGPF,PH-EZY,EMBRAER,Embraer,EMB-190 STD,E190,19000649,,L2J,Klm Cityhopper,KLM,KLC,WA,Klm,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,4
1160,1160,2021-11-04 09:03:21+00:00,2021-11-04 10:02:51+00:00,406015,EZY659T,EGSS,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,4
1161,1161,2021-11-04 09:11:10+00:00,2021-11-04 10:07:29+00:00,4075bb,EXS063J,EGSS,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1162,1162,2021-11-04 08:17:13+00:00,2021-11-04 10:15:29+00:00,3e296f,AWU704G,EDDN,EGPF,D-IGWT,CESSNA,Cessna,Citation CJ2+,C25A,525A0403,,L2J,Corporate Airlink,CORPORATE,COO,,Corporate,,,,,,,,,False,False,False,,,4
1163,1163,2021-11-04 10:10:13+00:00,2021-11-04 10:23:25+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,4
1164,1164,2021-11-04 09:27:38+00:00,2021-11-04 10:26:44+00:00,04c11a,KQA7689,EGLL,EGPF,5Y-KZD,BOEING,Boeing,787 8,B788,36041,204,L2J,Kenya Airways,KENYA,KQA,KQ,Kenya Airways,,2014-08-27,,,2014-01-01,,,,False,False,False,,Heavy (> 300000 lbs),4
1165,1165,2021-11-04 09:55:43+00:00,2021-11-04 10:49:12+00:00,4075e8,CLF188,EGTK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1166,1166,2021-11-04 03:40:06+00:00,2021-11-04 11:05:14+00:00,89617b,UAE27,OMDB,EGPF,A6-EGC,BOEING,The Boeing Co.,777-31H(ER),B77W,35596,945,L2J,Emirates Airlines,EMIRATES,UAE,EK,Emirates Airlines,,2011-07-14,,,2011-07-01,2011-07-01,,,False,False,False,,No ADS-B Emitter Category Information,4
1167,1167,2021-11-04 10:09:51+00:00,2021-11-04 11:09:39+00:00,40792e,BAW2512,EGKK,EGPF,G-TTNK,AIRBUS,Airbus Sas,Airbus A320-251N,A20N,9551,0,L2J,British Airways Shuttle Flights - United Kingdom,SPEEDBIRD,SHT,BA,British Airways Plc,,2020-02-27,,,,,,CFMI LEAP-1A26,False,False,False,,,4
1168,1168,2021-11-04 10:56:19+00:00,2021-11-04 11:49:49+00:00,3cc249,DCAWN,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1169,1169,2021-11-04 12:09:10+00:00,2021-11-04 12:32:15+00:00,393da9,LMJ284D,EGPD,EGPF,F-GPNJ,,Dassault,Falcon 900EX,F9EX,50,,,Aero Vision,AEROVISION,AOV,,Aerovision,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,4
1170,1170,2021-11-04 12:34:00+00:00,2021-11-04 13:04:08+00:00,407797,EZY612D,EGAA,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1171,1171,2021-11-04 13:12:30+00:00,2021-11-04 13:26:29+00:00,4077c7,HLE05,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1172,1172,2021-11-04 10:39:37+00:00,2021-11-04 13:36:11+00:00,400f00,EZY75NT,LEAL,EGPF,G-EZBF,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,2923,,L2J,,EASY,EZY,,Easyjet Airline,,2006-11-02,,,2006-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,4
1173,1173,2021-11-04 13:34:07+00:00,2021-11-04 13:56:55+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,4
1174,1174,2021-11-04 13:42:08+00:00,2021-11-04 14:06:24+00:00,3cde56,ADN22S,EGPD,EGPF,D-CLMS,LEARJET,Bombardier,Learjet 45 XR,LJ45,45-395,,L2J,,,,,Aero-dienst,,,,,,,,,False,False,False,,Small (15500 to 75000 lbs),4
1175,1175,2021-11-04 13:07:05+00:00,2021-11-04 14:12:41+00:00,406444,EZY971A,EGKK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1176,1176,2021-11-04 13:43:00+00:00,2021-11-04 14:23:20+00:00,4ca9d0,RYR5774,EIDW,EGPF,EI-EVH,BOEING,The Boeing Company,BOEING 737-8AS,B738,40290,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2012-02-20,,,2012-01-01,,,2x CFM CFM56-7B26E,False,False,False,,No ADS-B Emitter Category Information,4
1177,1177,2021-11-04 13:48:49+00:00,2021-11-04 14:27:29+00:00,4ca215,EIN226,EIDW,EGPF,EI-DEG,AIRBUS,Airbus Industrie,A320-214,A320,2272,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2004-09-10,,,2004-01-01,,,2x CFM CFM56-5B4/P,False,False,False,,No ADS-B Emitter Category Information,4
1178,1178,2021-11-04 11:08:12+00:00,2021-11-04 14:31:01+00:00,4076da,EXS1GH,LPFR,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1179,1179,2021-11-04 13:19:01+00:00,2021-11-04 14:45:46+00:00,40756a,EZY84QK,LFPG,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1180,1180,2021-11-04 14:34:00+00:00,2021-11-04 14:49:55+00:00,400dc2,GMA01,,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,4
1181,1181,2021-11-04 14:01:31+00:00,2021-11-04 15:00:48+00:00,40780d,SHT6R,EGLL,EGPF,G-NEOX,AIRBUS,Airbus Sas,321-251NX,A21N,9162,0,L2J,British Airways Shuttle Flights - United Kingdom,SHUTTLE,SHT,,British Airways Plc,,,,,,,,CFMI LEAP-1A32,False,False,False,,,4
1182,1182,2021-11-04 13:20:03+00:00,2021-11-04 15:02:50+00:00,3c65c7,DLH974,EDDF,EGPF,D-AING,AIRBUS,Airbus,Airbus A320 271NSL,A20N,7588,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),4
1183,1183,2021-11-04 14:10:10+00:00,2021-11-04 15:11:03+00:00,407777,CFE31BZ,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1184,1184,2021-11-04 14:18:13+00:00,2021-11-04 15:14:35+00:00,a8908b,N651BA,EGGW,EGPF,N651BA,,Gulfstream Aerospace Corp,GVI (G650ER),,6287,,,,,,,Bank Of America Na,,,2024-01-31,,2017-01-01,,,ROLLS-ROYC BR 700 SERIES,False,False,False,,Large (75000 to 300000 lbs),4
1185,1185,2021-11-04 13:31:09+00:00,2021-11-04 15:36:51+00:00,400d64,GMA779,EGJJ,EGPF,G-PCOP,RAYTHEON,Raytheon Aircraft Company,BEECH B200 Super Kingair,BE20,BB-1860,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-10-07,,,2004-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,Light (< 15500 lbs),4
1186,1186,2021-11-04 14:48:50+00:00,2021-11-04 15:50:10+00:00,406fdb,EZY191G,EGGD,EGPF,G-EZPE,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,7044,,L2J,,EASY,EZY,,Easyjet Airline,,2016-03-16,,,2015-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,Large (75000 to 300000 lbs),4
1187,1187,2021-11-04 14:55:30+00:00,2021-11-04 15:57:06+00:00,400a7c,SHT6V,EGLL,EGPF,G-DBCC,AIRBUS,Airbus Sas,AIRBUS A319-131,A319,2194,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-06-08,,,2004-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,4
1188,1188,2021-11-04 14:50:19+00:00,2021-11-04 15:59:28+00:00,406d90,EZY484P,EGKK,EGPF,G-EZOK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6568,,L2J,,EASY,EZY,,Easyjet Airline,,2015-04-29,,,2015-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,4
1189,1189,2021-11-04 15:22:39+00:00,2021-11-04 16:05:25+00:00,4070bb,GJMBO,EGGP,EGPF,G-JMBO,EMBRAER,Embraer Sa,EMB-505 Phenom 300,E55P,50500366,,L2J,,,,,Catreus,,2016-10-28,,,2016-01-01,,,2 x PRATT &amp; WHITNEY CANADA PW535E<br>,False,False,False,,No ADS-B Emitter Category Information,4
1190,1190,2021-11-04 13:37:45+00:00,2021-11-04 16:24:59+00:00,44049c,LXG14C,LPCS,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1191,1191,2021-11-04 15:27:16+00:00,2021-11-04 16:34:51+00:00,484cb4,KLM55C,EHAM,EGPF,PH-BCA,BOEING,Boeing,737NG 8K2/W,B738,37820,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,4
1192,1192,2021-11-04 15:52:35+00:00,2021-11-04 16:54:41+00:00,406a3e,SHT6E,EGLL,EGPF,G-EUYU,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,6028,,L2J,,SPEEDBIRD,BAW,,British Airways,,2014-03-20,,,2013-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,4
1193,1193,2021-11-04 16:24:47+00:00,2021-11-04 17:12:56+00:00,406f1c,LOG42EH,,EGPF,G-FBXB,ATR,Atr - Gie Avions De Transport Regional,ATR 72-212 A 600 Version,AT76,1277,,L2T,,SCANDINAVIAN,SAS,,Scandinavian Airlines System,,2015-10-09,,,2015-01-01,,,2 x PRATT &amp; WHITNEY CANADA PW127M&nbsp;&nbsp;( HAMILTON STANDARD 568F-1 )<br>,False,False,False,,,4
1194,1194,2021-11-04 17:21:18+00:00,2021-11-04 17:51:21+00:00,406015,EZY735Z,EGAA,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,4
1195,1195,2021-11-04 16:17:33+00:00,2021-11-04 18:03:39+00:00,345116,VLG7PJ,LFPO,EGPF,EC-MJR,AIRBUS,Airbus,A321 231SL,A321,6933,,L2J,,VUELING,VLG,,Vueling Airlines,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),4
1196,1196,2021-11-04 14:02:41+00:00,2021-11-04 18:12:00+00:00,407177,EXS59LD,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),4
1197,1197,2021-11-04 15:17:48+00:00,2021-11-04 18:14:57+00:00,4075bb,EXS7BY,LEAL,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1198,1198,2021-11-04 18:04:09+00:00,2021-11-04 18:20:05+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,4
1199,1199,2021-11-04 17:38:07+00:00,2021-11-04 18:45:35+00:00,407797,EZY861P,EGGD,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,4
