,Unnamed: 0,firstSeen,lastSeen,icao24,callsign,estDepartureAirport,estArrivalAirport,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription,day,id_x,ident,type,name_x,latitude_deg,longitude_deg,elevation_ft,continent_x,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link_x,keywords_x,id_y,code,name_y,continent_y,wikipedia_link_y,keywords_y
157,157,2021-10-19 17:24:46+00:00,2021-10-19 20:50:59+00:00,407177,EXS144,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),19,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
158,158,2021-10-19 19:54:18+00:00,2021-10-19 21:08:54+00:00,484b32,KLM49J,EHAM,EGPF,PH-EZE,EMBRAER,Embraer,EMB-190 STD,E190,19000288,,L2J,,CITY,KLC,,Klm Cityhopper,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,19,2513.0,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,,302708,NL,Netherlands,EU,https://en.wikipedia.org/wiki/Netherlands,"Holland,Luchthavens van Nederland"
159,159,2021-10-19 17:24:00+00:00,2021-10-19 22:01:04+00:00,40766d,EXS82P,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
160,160,2021-10-19 20:11:42+00:00,2021-10-20 00:42:16+00:00,407567,EZY49ZD,LGKO,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4264.0,LGKO,medium_airport,Kos Airport,36.79330062866211,27.091699600219727,412.0,EU,GR,GR-81,Kos Island,yes,LGKO,KGS,,,https://en.wikipedia.org/wiki/Kos_Island_International_Airport,,302691,GR,Greece,EU,https://en.wikipedia.org/wiki/Greece,αεροδρόμια στην Ελλάδα
161,161,2021-10-19 21:01:29+00:00,2021-10-20 01:23:49+00:00,4070ec,EXS32TE,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
162,162,2021-10-20 05:59:12+00:00,2021-10-20 06:55:06+00:00,4079d0,CFE8720,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2430.0,EGLC,medium_airport,London City Airport,51.505299,0.055278,19.0,EU,GB,GB-ENG,London,yes,EGLC,LCY,,http://www.londoncityairport.com/,https://en.wikipedia.org/wiki/London_City_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
163,163,2021-10-20 06:46:19+00:00,2021-10-20 07:12:42+00:00,407567,EZY652A,EGAA,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2385.0,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268.0,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
164,164,2021-10-20 06:22:48+00:00,2021-10-20 07:15:47+00:00,406753,EZY596J,EGGD,EGPF,G-EZWB,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,5224,U21948,L2J,Easyjet,EASY,EZY,U2,Easyjet Airline,,2012-08-07,,,2012-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,20,2417.0,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
165,165,2021-10-20 06:49:26+00:00,2021-10-20 07:26:20+00:00,4ca63a,EIN2EV,EIDW,EGPF,EI-DVG,AIRBUS,Airbus Industrie,A320-214,A320,3318,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2007-11-28,,,2007-01-01,,,2x CFM CFM56-5B4/3,False,False,False,,No ADS-B Emitter Category Information,20,2533.0,EIDW,large_airport,Dublin Airport,53.421299,-6.27007,242.0,EU,IE,IE-D,Dublin,yes,EIDW,DUB,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath,302694,IE,Ireland,EU,https://en.wikipedia.org/wiki/Ireland,Eire
166,166,2021-10-20 06:36:21+00:00,2021-10-20 07:31:19+00:00,4076cd,SHT6C,EGLL,EGPF,G-TTNJ,AIRBUS,Airbus Industrie,A320-251N,A20N,,,L2J,British Airways,SPEEDBIRD,BAW,BA,,,2019-02-28,,,,,,,False,False,False,,,20,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
167,167,2021-10-20 07:52:00+00:00,2021-10-20 08:36:58+00:00,4010e9,EZY384Q,EGBB,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,20,2389.0,EGBB,large_airport,Birmingham International Airport,52.4538993835,-1.74802994728,327.0,EU,GB,GB-ENG,Birmingham,yes,EGBB,BHX,,http://www.bhx.co.uk/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom),,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
168,168,2021-10-20 08:05:35+00:00,2021-10-20 09:13:42+00:00,484556,KLM1473,EHAM,EGPF,PH-BXY,BOEING,Boeing,737NG 8K2/W,B738,30372,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,20,2513.0,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,,302708,NL,Netherlands,EU,https://en.wikipedia.org/wiki/Netherlands,"Holland,Luchthavens van Nederland"
169,169,2021-10-20 08:50:16+00:00,2021-10-20 09:16:58+00:00,40658a,CFE7327,EGAC,EGPF,G-LCYP,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000443,,L2J,,FLYER,CFE,,Ba Cityflyer,,2011-06-25,,,2011-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,20,2387.0,EGAC,medium_airport,George Best Belfast City Airport,54.618099,-5.8725,15.0,EU,GB,GB-NIR,Belfast,yes,EGAC,BHD,,http://www.belfastcityairport.com/,https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
170,170,2021-10-20 08:29:12+00:00,2021-10-20 09:27:09+00:00,407575,EZY787P,EGKK,EGPF,G-EZRZ,AIRBUS,Airbus Industrie,A320-214,A320,8358,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,2018-06-01,,,2018-06-01,,,2 x CFM56-5B4/P,False,False,False,,,20,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
171,171,2021-10-20 09:32:30+00:00,2021-10-20 09:56:25+00:00,406df5,GSGTS,,EGPF,G-SGTS,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,918,,L2T,,,,,Loganair,,2015-05-21,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,20,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
172,172,2021-10-20 09:27:43+00:00,2021-10-20 10:25:16+00:00,400d5a,BAW2512,EGKK,EGPF,G-DBCG,AIRBUS,Airbus Sas,AIRBUS A319-131,A319,2694,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-07-25,,,2005-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,20,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
173,173,2021-10-20 09:37:48+00:00,2021-10-20 10:32:53+00:00,40097f,SHT6L,EGLL,EGPF,G-EUUD,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,1760,,L2J,,SPEEDBIRD,BAW,,British Airways,,2002-04-29,,,2002-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,20,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
174,174,2021-10-20 09:35:42+00:00,2021-10-20 10:37:19+00:00,400d5b,BAW9270,EGLL,EGPF,G-DBCH,AIRBUS,Airbus Sas,AIRBUS A319-131,A319,2697,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-06-11,,,2005-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,20,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
175,175,2021-10-20 10:12:40+00:00,2021-10-20 11:08:14+00:00,407567,EZY378A,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2419.0,EGGW,large_airport,London Luton Airport,51.874698638916016,-0.3683330118656158,526.0,EU,GB,GB-ENG,London,yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
176,176,2021-10-20 09:36:09+00:00,2021-10-20 11:15:30+00:00,489226,ENT577,EKCH,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2542.0,EKCH,large_airport,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,17.0,EU,DK,DK-84,Copenhagen,yes,EKCH,CPH,,http://www.cph.dk/en/,https://en.wikipedia.org/wiki/Copenhagen_Airport,"København, Malmö",302682,DK,Denmark,EU,https://en.wikipedia.org/wiki/Denmark,Lufthavnene i Danmark
177,177,2021-10-20 04:08:08+00:00,2021-10-20 11:37:48+00:00,896110,UAE27,OMDB,EGPF,A6-ECI,BOEING,Boeing,777 31HER,B77W,35580,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,20,5235.0,OMDB,large_airport,Dubai International Airport,25.2527999878,55.3643989563,62.0,AS,AE,AE-DU,Dubai,yes,OMDB,DXB,,http://www.dubaiairport.com/dia/english/home/,https://en.wikipedia.org/wiki/Dubai_International_Airport,مطار دبي الدولي‎,302618,AE,United Arab Emirates,AS,https://en.wikipedia.org/wiki/United_Arab_Emirates,"UAE,مطارات في الإمارات العربية المتحدة"
178,178,2021-10-20 10:04:09+00:00,2021-10-20 11:42:06+00:00,45b534,CAT5550,EKRK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2551.0,EKRK,medium_airport,Copenhagen Roskilde Airport,55.58560180664063,12.131400108337402,146.0,EU,DK,DK-85,Copenhagen,no,EKRK,RKE,,,https://en.wikipedia.org/wiki/Roskilde_Airport,København,302682,DK,Denmark,EU,https://en.wikipedia.org/wiki/Denmark,Lufthavnene i Danmark
179,179,2021-10-20 11:24:24+00:00,2021-10-20 11:47:59+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,20,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
180,180,2021-10-20 10:54:17+00:00,2021-10-20 11:55:10+00:00,49130f,NJE300Q,EGLF,EGPF,CS-DXO,CESSNA,Cessna,Citation XLS,C56X,560-5692,,L2J,,,,,Netjets Europe,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,20,2431.0,EGLF,medium_airport,Farnborough Airport,51.2757987976,-0.776332974434,238.0,EU,GB,GB-ENG,Farnborough,no,EGLF,FAB,,http://www.tagaviation.com,https://en.wikipedia.org/wiki/Farnborough_Airfield,"TAG London Farnborough Airport, RAE Farnborough, EGUF",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
181,181,2021-10-20 11:31:59+00:00,2021-10-20 11:58:23+00:00,4077c7,HLE05,EGPF,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2461.0,EGPF,large_airport,Glasgow International Airport,55.871899,-4.43306,26.0,EU,GB,GB-SCT,"Paisley, Renfrewshire",yes,EGPF,GLA,,http://www.glasgowairport.com/,https://en.wikipedia.org/wiki/Glasgow_International_Airport,"Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
182,182,2021-10-20 11:51:55+00:00,2021-10-20 12:17:03+00:00,401da3,GBGIY,EGPF,EGPF,G-BGIY,REIMS,Reims Aviation Sa,REIMS CESSNA F172N Skyhawk,C172,1824,,L1P,,,,,Acs Aviation Ltd,,2017-01-20,,,1979-01-01,,,1 x LYCOMING O-320-H2AD&nbsp;&nbsp;( MCCAULEY 1C160/DTM7557 )<br>,False,False,False,,Light (< 15500 lbs),20,2461.0,EGPF,large_airport,Glasgow International Airport,55.871899,-4.43306,26.0,EU,GB,GB-SCT,"Paisley, Renfrewshire",yes,EGPF,GLA,,http://www.glasgowairport.com/,https://en.wikipedia.org/wiki/Glasgow_International_Airport,"Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
183,183,2021-10-20 11:50:03+00:00,2021-10-20 12:19:57+00:00,4073e0,GMA01,EGPE,EGPF,G-GMAE,RAYTHEON,Beech Aircraft Corporation,BEECH B200 Super Kingair,BE20,BB-1957,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2017-07-21,,,2006-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,,20,2460.0,EGPE,medium_airport,Inverness Airport,57.54249954223633,-4.047500133514404,31.0,EU,GB,GB-SCT,Inverness,yes,EGPE,INV,,http://www.hial.co.uk/inverness-airport.html,https://en.wikipedia.org/wiki/Inverness_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
184,184,2021-10-20 11:45:40+00:00,2021-10-20 12:31:20+00:00,4010e9,EZY727A,EGBB,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,20,2389.0,EGBB,large_airport,Birmingham International Airport,52.4538993835,-1.74802994728,327.0,EU,GB,GB-ENG,Birmingham,yes,EGBB,BHX,,http://www.bhx.co.uk/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom),,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
185,185,2021-10-20 12:59:16+00:00,2021-10-20 13:25:49+00:00,406df5,GSGTS,,EGPF,G-SGTS,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,918,,L2T,,,,,Loganair,,2015-05-21,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,20,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
186,186,2021-10-20 11:01:00+00:00,2021-10-20 13:33:42+00:00,40702e,EXS96XU,LEIB,EGPF,G-JZHH,BOEING,Boeing Company,BOEING 737-85P,B738,28536,,L2J,,CHANNEX,EXS,,Jet2,,2016-05-20,,,2000-01-01,,,2 x CFM CFM56-7B26<br>,False,False,False,,No ADS-B Emitter Category Information,20,4013.0,LEIB,large_airport,Ibiza Airport,38.872898,1.37312,24.0,EU,ES,ES-PM,Ibiza,yes,LEIB,IBZ,,https://www.aena.es/en/ibiza.html,https://en.wikipedia.org/wiki/Ibiza_Airport,,302684,ES,Spain,EU,https://en.wikipedia.org/wiki/Spain,Aeropuertos de España
187,187,2021-10-20 12:39:05+00:00,2021-10-20 13:36:40+00:00,401240,SHT6R,EGLL,EGPF,G-EUUT,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,3314,,L2J,,SPEEDBIRD,BAW,,British Airways,,2007-12-12,,,2007-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,20,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
188,188,2021-10-20 12:46:39+00:00,2021-10-20 13:41:27+00:00,407575,EZY624B,EGSS,EGPF,G-EZRZ,AIRBUS,Airbus Industrie,A320-214,A320,8358,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,2018-06-01,,,2018-06-01,,,2 x CFM56-5B4/P,False,False,False,,,20,2476.0,EGSS,large_airport,London Stansted Airport,51.8849983215,0.234999999404,348.0,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
189,189,2021-10-20 10:58:56+00:00,2021-10-20 13:46:27+00:00,406b91,EZY87FE,LPFR,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,20,4448.0,LPFR,large_airport,Faro Airport,37.0144004822,-7.96590995789,24.0,EU,PT,PT-08,Faro,yes,LPFR,FAO,,http://www.ana.pt/en-US/Aeroportos/algarve/Faro/Pages/HomeFaro.aspx,https://en.wikipedia.org/wiki/Faro_Airport_(Portugal),,302711,PT,Portugal,EU,https://en.wikipedia.org/wiki/Portugal,Aeroportos do Brasil
190,190,2021-10-20 11:00:37+00:00,2021-10-20 13:52:44+00:00,40717c,EXS13LM,LEMG,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4020.0,LEMG,large_airport,Málaga-Costa del Sol Airport,36.6749,-4.49911,53.0,EU,ES,ES-AN,Málaga,yes,LEMG,AGP,,https://www.aena.es/en/malaga-costa-del-sol.html,https://en.wikipedia.org/wiki/M%C3%A1laga_Airport,"Costa del Sol,Malaga",302684,ES,Spain,EU,https://en.wikipedia.org/wiki/Spain,Aeropuertos de España
191,191,2021-10-20 14:33:19+00:00,2021-10-20 15:00:34+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,20,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
192,192,2021-10-20 14:47:00+00:00,2021-10-20 15:07:51+00:00,4073e0,GMA01B,,EGPF,G-GMAE,RAYTHEON,Beech Aircraft Corporation,BEECH B200 Super Kingair,BE20,BB-1957,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2017-07-21,,,2006-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-E4N-3G/D9390SK-1R )<br>,False,False,False,,,20,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
193,193,2021-10-20 14:12:06+00:00,2021-10-20 15:24:43+00:00,484acb,KLM55C,EHAM,EGPF,PH-EZA,EMBRAER,Embraer,Embraer EMB-190 STD,E190,19000224,,L2J,,CITY,KLC,,Klm Cityhopper,,,,,,,,,False,False,False,,,20,2513.0,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,,302708,NL,Netherlands,EU,https://en.wikipedia.org/wiki/Netherlands,"Holland,Luchthavens van Nederland"
194,194,2021-10-20 12:13:40+00:00,2021-10-20 15:40:31+00:00,4070ec,EXS46MW,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
195,195,2021-10-20 15:29:46+00:00,2021-10-20 15:57:22+00:00,406de6,CG199,,EGPF,G-MCGP,LEONARDO,Agustawestland Ltd,AGUSTA AW189,A189,92003,,H2T,Bristow Helicopters,BRISTOW,BHL,,Bristow Helicopters Ltd,,2015-06-08,,,2015-01-01,,,2 x GENERAL ELECTRIC CO CT7-2E1<br>,False,False,False,,Rotorcraft,20,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
196,196,2021-10-20 15:28:08+00:00,2021-10-20 16:23:05+00:00,40643d,EZY865U,EGGD,EGPF,G-EZUC,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,4591,,L2J,,EASY,EZY,,Easyjet Airline,,2011-02-03,,,2011-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,20,2417.0,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
197,197,2021-10-20 15:46:40+00:00,2021-10-20 16:41:57+00:00,406a3e,SHT6F,EGLL,EGPF,G-EUYU,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,6028,,L2J,,SPEEDBIRD,BAW,,British Airways,,2014-03-20,,,2013-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,20,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
198,198,2021-10-20 15:05:13+00:00,2021-10-20 16:45:51+00:00,45d964,VKG9212,EKCH,EGPF,OY-VKD,AIRBUS,Airbus,A321 211,A321,1960,,L2J,,,,,Thomas Cook Airlines Scandinavia,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,20,2542.0,EKCH,large_airport,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,17.0,EU,DK,DK-84,Copenhagen,yes,EKCH,CPH,,http://www.cph.dk/en/,https://en.wikipedia.org/wiki/Copenhagen_Airport,"København, Malmö",302682,DK,Denmark,EU,https://en.wikipedia.org/wiki/Denmark,Lufthavnene i Danmark
199,199,2021-10-20 16:06:07+00:00,2021-10-20 17:04:05+00:00,40676a,CFE8724,EGLC,EGPF,G-LCYR,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000563,,L2J,,FLYER,CFE,,Ba Cityflyer,,2012-08-10,,,2012-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,20,2430.0,EGLC,medium_airport,London City Airport,51.505299,0.055278,19.0,EU,GB,GB-ENG,London,yes,EGLC,LCY,,http://www.londoncityairport.com/,https://en.wikipedia.org/wiki/London_City_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
200,200,2021-10-20 14:19:35+00:00,2021-10-20 17:10:28+00:00,49d3d5,TVL5746,LHBP,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),20,4296.0,LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.42976,19.261093,495.0,EU,HU,HU-PE,Budapest,yes,LHBP,BUD,,http://www.bud.hu/english,https://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,"Ferihegyi nemzetközi repülőtér, Budapest Liszt Ferenc international Airport",302693,HU,Hungary,EU,https://en.wikipedia.org/wiki/Hungary,Repülőterek Magyarország
